,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
15,response,S137,9,3766,7.532,0.16199999999999992
33,response,S137,9,6681,13.362,0.14000000000000057
53,response,S137,9,10228,20.456,0.5359999999999978
89,response,S137,9,16476,32.952,0.5039999999999978
124,response,S137,9,22567,45.134,0.14399999999999835
139,response,S137,9,25064,50.128,0.012000000000000455
149,response,S137,9,26777,53.554,0.1739999999999995
159,response,S137,9,28731,57.462,0.010000000000005116
178,response,S137,9,32211,64.422,0.2079999999999984
188,response,S137,9,33888,67.776,0.21399999999999864
205,response,S137,9,36575,73.15,0.19000000000001194
244,response,S137,9,43338,86.676,0.6620000000000061
249,response,S137,9,44033,88.066,0.4240000000000066
261,response,S137,9,46166,92.332,0.5259999999999962
275,response,S137,9,48521,97.042,0.2259999999999991
280,response,S137,9,49324,98.648,0.15399999999999636
297,response,S137,9,52532,105.064,0.2779999999999916
305,response,S137,9,53860,107.72,0.028000000000005798
321,response,S137,9,56761,113.522,0.578000000000003
333,response,S137,9,58825,117.65,0.6260000000000048
